,index,carat,cut,color,clarity,depth,table,price,x,y,z
44328,6284,1.25,4,7,4,61.3,58.0,4018,6.98,6.95,4.27
44329,6273,1.12,4,2,1,61.0,59.0,4014,6.74,6.7,4.1
44330,8536,1.05,5,4,3,59.1,57.0,4429,6.63,6.73,3.95
44331,15651,1.0,2,2,3,61.1,58.0,6275,6.43,6.41,3.92
44332,30028,0.43,2,2,3,63.4,56.0,718,4.77,4.79,3.03
44333,41964,0.23,5,2,8,62.7,55.0,505,3.9,3.95,2.46
44334,12641,1.06,2,6,5,57.5,62.0,5293,6.71,6.83,3.9
44335,51209,0.74,5,6,3,63.8,58.0,2352,5.72,5.76,3.66
44336,43239,0.41,3,1,3,61.8,58.0,1399,4.73,4.79,2.94
44337,24665,2.0,4,4,4,60.8,55.0,13007,8.09,7.95,4.88
44338,20719,0.31,5,5,8,62.6,58.0,625,4.28,4.31,2.69
44339,48749,0.55,3,4,8,60.5,58.0,2016,5.3,5.34,3.22
44340,49828,0.56,4,4,7,59.7,59.0,2167,5.41,5.35,3.21
44341,37094,0.41,5,2,3,63.3,57.0,969,4.75,4.73,3.0
44342,4662,1.04,3,6,3,59.7,56.0,3669,6.6,6.54,3.92
44343,21498,1.53,3,6,6,62.2,57.0,9596,7.39,7.33,4.58
44344,31359,0.43,3,3,3,62.5,56.0,760,4.82,4.84,3.02
44345,8587,1.01,4,5,3,62.1,60.0,4439,6.43,6.39,3.98
44346,13306,1.02,2,1,3,63.3,58.0,5497,6.35,6.39,4.03
44347,32959,0.31,3,6,5,61.9,54.0,461,4.33,4.36,2.69
44348,21596,1.13,4,4,2,61.2,59.0,9698,6.78,6.71,4.13
44349,3641,0.79,2,3,5,57.7,58.0,3436,6.06,6.14,3.52
44350,26336,1.59,3,4,8,60.6,59.0,15843,7.53,7.59,4.58
44351,15799,1.12,3,4,6,62.1,57.0,6322,6.63,6.6,4.11
44352,41802,0.5,5,3,3,61.2,61.0,1250,5.06,5.1,3.11
44353,52294,0.25,5,1,8,62.8,56.0,548,4.0,4.03,2.52
44354,21,0.23,5,2,6,63.8,55.0,352,3.85,3.92,2.48
44355,36486,0.32,3,3,2,61.8,54.0,943,4.44,4.46,2.75
44356,32563,0.31,3,2,5,61.3,55.0,800,4.4,4.43,2.7
44357,35670,0.4,5,2,5,63.3,55.0,909,4.66,4.69,2.96
44358,36074,0.4,5,1,3,63.5,55.0,924,4.72,4.67,2.98
44359,44556,0.52,2,3,6,63.6,56.0,1605,5.12,5.07,3.24
44360,5534,0.9,5,3,3,61.7,60.0,3854,6.19,6.22,3.83
44361,48221,0.57,3,4,5,61.3,56.0,1949,5.36,5.34,3.28
44362,19276,1.52,1,5,3,65.3,58.0,8001,7.14,7.1,4.65
44363,43810,0.51,4,4,6,62.6,57.0,1443,5.15,5.1,3.21
44364,33547,0.35,4,1,6,59.7,58.0,829,4.57,4.61,2.74
44365,41757,0.46,5,2,6,62.6,58.0,1245,4.91,4.96,3.09
44366,15235,1.12,4,5,5,61.6,58.0,6115,6.64,4.11,3.7
44367,36981,0.38,3,3,8,60.8,58.0,963,4.69,4.72,2.86
44368,47516,0.53,3,4,8,61.9,54.0,1867,5.2,5.23,3.23
44369,22912,1.0,5,2,2,63.1,56.0,10954,6.32,6.39,4.01
44370,36199,0.42,3,2,3,61.8,56.0,931,4.8,4.84,2.98
44371,17207,1.24,4,2,3,59.7,59.0,6875,7.07,6.99,4.2
44372,50432,0.71,3,1,4,60.2,57.0,2262,5.77,5.83,3.49
44373,26841,1.51,3,3,8,62.6,57.0,16754,7.36,7.25,4.57
44374,44509,0.52,3,1,3,62.2,57.0,1600,5.13,5.16,3.2
44375,36390,0.38,3,1,5,62.0,57.0,942,4.7,4.69,2.91
44376,4259,0.9,4,6,5,62.2,58.0,3580,6.18,6.13,3.83
44377,37493,0.35,3,2,6,61.7,56.0,984,4.56,4.52,2.8
44378,1469,0.9,1,2,4,65.8,59.0,2982,6.03,5.98,3.95
44379,13322,1.0,2,4,6,63.3,60.0,5500,6.29,6.37,4.01
44380,45638,0.25,5,4,7,61.4,56.0,525,4.04,4.07,2.49
44381,25496,2.22,2,6,4,62.7,61.2,14285,8.23,8.31,5.19
44382,44579,0.53,5,4,5,63.0,58.0,1607,5.15,5.17,3.25
44383,48849,0.73,1,4,3,65.5,56.0,2032,5.68,5.62,3.7
44384,8424,0.93,2,4,3,58.8,61.0,4405,6.36,6.39,3.75
44385,368,0.7,5,3,5,62.0,57.0,2808,5.64,5.71,3.52
44386,51678,0.72,3,5,3,58.9,56.0,2398,5.91,5.88,3.47
44387,31021,0.37,2,5,6,63.7,55.0,749,4.56,4.54,2.9
44388,13112,1.11,3,4,3,62.6,57.0,5428,6.64,6.56,4.13
44389,9491,1.05,5,5,3,59.5,58.0,4608,6.61,6.69,3.96
44390,16448,1.02,5,4,6,61.9,54.0,6569,6.45,6.48,4.0
44391,30348,0.37,5,2,6,64.0,55.0,728,4.52,4.57,2.91
44392,11384,0.34,5,6,8,61.3,57.0,596,4.49,4.52,2.76
44393,20594,1.25,2,4,5,63.4,55.0,8901,6.87,6.92,4.37
44394,36613,0.32,4,4,3,62.5,58.0,477,4.4,4.43,2.76
44395,11017,0.59,3,1,2,60.9,60.0,4916,5.41,5.39,3.29
44396,21700,0.31,5,4,8,62.7,55.0,627,4.32,4.35,2.72
44397,18105,1.41,3,5,4,62.7,56.0,7324,7.11,7.17,4.48
44398,33172,0.38,5,1,6,58.5,59.0,818,4.76,4.82,2.8
44399,36828,0.33,3,3,2,62.2,53.0,957,4.46,4.48,2.78
44400,53722,0.78,5,4,3,63.3,56.0,2721,5.83,5.86,3.7
44401,10683,1.01,3,3,4,62.7,57.0,4843,6.36,6.39,4.0
44402,34592,0.34,3,6,3,61.9,56.0,469,4.47,4.5,2.77
44403,10972,1.24,4,3,4,62.7,59.0,4907,6.83,6.77,4.26
44404,53060,0.72,5,2,3,63.1,60.0,2608,5.65,5.7,3.58
44405,36526,0.42,3,6,7,62.0,55.0,945,4.88,4.8,3.0
44406,3232,0.74,4,1,6,59.3,60.0,3353,5.89,5.91,3.5
44407,18302,1.18,3,4,6,60.9,56.0,7439,6.8,6.85,4.16
44408,31467,0.34,4,6,8,61.3,57.0,765,4.52,4.49,2.76
44409,7246,1.01,4,3,4,59.6,59.0,4197,6.59,6.52,3.91
44410,28511,0.3,4,3,6,61.8,60.0,673,4.3,4.27,2.65
44411,1831,0.74,5,5,7,62.4,57.0,3061,5.76,5.81,3.61
44412,41307,0.38,3,3,2,62.2,54.0,1212,4.64,4.69,2.9
44413,1242,0.79,3,4,3,61.6,55.0,2944,5.96,5.98,3.68
44414,49722,0.7,1,4,3,63.1,57.0,2150,5.64,5.58,3.54
44415,25735,2.22,4,6,6,60.5,59.0,14662,8.41,8.37,5.08
44416,51352,0.71,5,4,3,63.4,56.0,2364,5.64,5.68,3.59
44417,4656,0.91,3,6,5,62.5,55.0,3669,6.25,6.2,3.89
44418,50522,0.7,5,2,4,63.1,56.0,2273,5.66,5.63,3.56
44419,28906,0.3,5,5,7,61.3,61.0,684,4.26,4.29,2.62
44420,8998,0.93,3,2,3,61.9,55.0,4511,6.26,6.31,3.89
44421,50302,0.27,5,1,7,61.0,61.0,544,4.14,4.15,2.53
44422,32737,0.31,3,3,6,62.8,56.0,802,4.32,4.28,2.7
44423,41111,0.51,4,3,4,58.9,60.0,1195,5.24,5.19,3.07
44424,51540,0.71,3,4,3,61.4,57.0,2386,5.76,5.71,3.52
44425,47039,0.55,4,1,3,60.7,58.0,1819,5.3,5.24,3.2
44426,41661,0.54,3,7,7,62.2,54.0,1239,5.23,5.25,3.26
44427,7490,1.02,4,3,4,59.9,62.0,4238,6.53,6.5,3.9
44428,42264,0.44,3,4,7,61.8,55.0,1294,4.91,4.86,3.02
44429,18161,1.2,4,2,3,60.3,57.0,7362,6.98,6.84,4.17
44430,14772,1.01,4,4,6,62.1,60.0,5946,6.37,6.35,3.95
44431,50265,0.71,5,2,4,62.2,58.0,2238,5.68,5.74,3.55
44432,1777,0.72,5,2,5,63.1,56.0,3048,5.7,5.65,3.58
44433,39287,0.3,3,5,6,61.8,58.0,491,4.26,4.28,2.64
44434,24161,2.01,4,6,4,62.0,56.0,12338,8.01,7.87,4.92
44435,32312,0.36,3,2,6,62.6,56.0,789,4.52,4.56,2.84
44436,15111,1.0,3,1,3,62.7,57.0,6073,6.34,6.38,3.99
44437,11133,1.0,4,3,3,62.8,59.0,4939,6.36,6.32,3.98
44438,13072,1.18,3,6,3,61.3,55.6,5412,6.79,6.84,4.18
44439,50624,0.3,3,2,4,62.1,55.0,401,4.3,4.33,2.68
44440,1823,0.91,2,3,4,63.9,56.0,3058,6.11,6.06,3.89
44441,31008,0.35,4,3,3,60.2,58.0,748,4.6,4.54,2.75
44442,23027,0.3,3,5,8,61.9,54.5,631,4.31,4.35,2.68
44443,22784,1.27,3,4,7,61.7,56.0,10805,6.9,7.03,4.3
44444,19935,1.02,3,4,7,62.6,56.0,8485,6.39,6.42,4.01
44445,51555,0.73,2,2,4,63.3,57.0,2388,5.69,5.72,3.61
44446,40039,0.52,5,5,3,62.6,55.0,1111,5.12,5.16,3.22
44447,21630,2.01,3,7,3,62.8,58.0,9725,8.02,7.97,5.02
44448,29294,0.31,3,6,3,61.5,55.0,436,4.36,4.39,2.69
44449,14779,1.2,4,4,3,61.5,61.0,5947,6.84,6.78,4.19
44450,16117,1.33,5,7,5,61.7,55.0,6442,7.07,7.12,4.38
44451,45239,0.53,3,1,6,61.0,56.0,1659,5.26,5.29,3.22
44452,12470,1.08,4,5,6,62.1,58.0,5250,6.63,6.51,4.08
44453,16619,1.0,5,4,5,62.4,57.0,6642,6.38,6.41,3.99
44454,737,0.31,3,5,5,61.6,54.8,557,4.35,4.37,2.69
44455,16608,1.55,4,7,4,62.6,60.0,6635,7.36,7.3,4.59
44456,45886,0.61,4,5,6,62.8,59.0,1719,5.44,5.3,3.37
44457,3293,0.83,5,2,3,63.5,58.0,3365,5.93,5.98,3.78
44458,33146,0.31,3,4,7,61.6,56.0,816,4.35,4.39,2.69
44459,44252,0.51,5,1,3,63.5,55.0,1574,5.09,5.08,3.23
44460,46324,0.51,3,4,5,61.8,60.0,1757,5.08,5.12,3.15
44461,23290,2.02,3,7,4,62.7,56.9,11314,8.03,8.07,5.05
44462,3845,0.72,3,5,8,60.9,56.0,3475,5.78,5.84,3.54
44463,28469,0.32,3,5,5,62.1,55.0,672,4.4,4.39,2.73
44464,29441,0.38,5,2,3,62.8,58.0,701,4.6,4.63,2.9
44465,47792,0.7,2,5,4,61.5,63.0,1899,5.59,5.63,3.45
44466,13777,1.27,4,7,5,62.6,59.0,5618,6.92,6.88,4.32
44467,53308,0.3,4,1,3,62.7,60.0,552,4.23,4.26,2.66
44468,49335,0.57,3,4,8,60.7,55.0,2095,5.34,5.36,3.25
44469,22301,1.0,5,3,2,60.1,57.0,10346,6.45,6.52,3.9
44470,37792,0.38,3,2,5,62.1,56.0,1000,4.62,4.65,2.88
44471,12270,1.23,4,7,5,60.1,60.0,5209,6.9,6.95,4.16
44472,1658,0.9,2,5,4,63.1,60.0,3024,6.09,6.14,3.86
44473,32980,0.37,3,2,6,61.5,56.0,811,4.59,4.62,2.83
44474,23698,1.02,3,1,8,61.0,56.0,11765,6.52,6.55,3.99
44475,20803,1.5,5,5,3,61.4,57.0,9035,7.27,7.33,4.48
44476,1214,0.83,5,3,4,61.9,56.0,2939,5.99,6.02,3.72
44477,21577,1.51,2,5,3,61.8,62.0,9681,7.25,7.29,4.49
44478,15898,1.07,4,4,6,62.1,58.0,6355,6.55,6.59,4.08
44479,41294,0.34,3,1,7,61.7,56.0,1211,4.48,4.46,2.76
44480,15762,1.21,3,5,6,62.9,57.0,6302,6.8,6.75,4.26
44481,14195,1.35,5,7,5,62.1,56.0,5759,7.04,7.1,4.39
44482,33560,0.41,3,7,5,62.7,57.0,830,4.75,4.72,2.97
44483,45644,0.25,3,4,8,62.1,56.0,525,4.02,4.05,2.5
44484,42098,0.44,5,2,8,60.7,57.0,1274,4.9,4.92,2.98
44485,53838,0.8,2,1,3,63.7,57.0,2738,5.88,5.8,3.72
44486,53170,0.71,4,2,3,59.5,62.0,2629,5.85,5.74,3.45
44487,37266,0.34,3,1,4,61.4,56.0,481,4.5,4.55,2.78
44488,9505,1.2,4,7,6,61.8,59.0,4611,6.84,6.76,4.2
44489,2413,0.93,5,7,6,61.1,59.0,3180,6.32,6.34,3.87
44490,34492,0.32,3,1,8,61.3,55.0,867,4.4,4.44,2.71
44491,27398,2.03,4,5,6,62.6,59.0,17975,8.06,8.1,5.06
44492,32214,0.31,3,4,7,61.5,55.0,789,4.39,4.42,2.71
44493,834,0.52,3,3,7,61.2,56.0,2867,5.21,5.19,3.18
44494,9063,1.28,2,5,4,63.8,55.0,4516,6.84,6.79,4.35
44495,9455,1.07,4,3,3,61.7,58.0,4597,6.58,6.62,4.07
44496,42578,0.43,3,5,5,61.2,55.0,1329,4.87,4.9,2.99
44497,52477,0.77,3,2,4,61.0,57.0,2519,5.91,5.93,3.61
44498,12537,1.1,4,5,3,62.0,58.0,5267,6.68,6.6,4.12
44499,13163,1.24,3,7,6,62.3,56.0,5443,6.84,6.91,4.28
44500,29506,0.32,3,2,6,62.1,55.0,702,4.36,4.4,2.72
44501,33988,0.42,5,4,6,60.1,61.0,847,4.81,4.84,2.9
44502,42725,0.43,3,4,2,61.6,57.0,1341,4.84,4.81,2.97
44503,22936,1.32,4,3,5,61.7,59.0,10977,6.95,6.99,4.3
44504,44143,0.51,3,3,6,61.3,56.0,1562,5.17,5.14,3.16
44505,5609,0.74,5,2,5,62.1,53.4,3872,5.8,5.82,3.61
44506,11907,1.0,5,3,3,63.5,56.0,5122,6.28,6.35,4.01
44507,4581,1.02,4,7,6,58.9,60.0,3651,6.57,6.53,3.86
44508,15089,1.11,3,4,3,60.8,57.0,6065,6.83,6.77,4.14
44509,10292,1.2,5,1,4,63.5,59.0,4758,6.61,6.56,4.18
44510,9677,1.52,1,5,1,65.4,62.0,4648,7.1,7.02,4.62
44511,2523,0.7,5,3,7,63.3,62.0,3204,5.67,5.57,3.56
44512,31933,0.3,3,3,6,61.4,57.0,776,4.36,4.34,2.67
44513,52277,0.72,4,3,3,60.1,59.0,2492,5.83,5.81,3.5
44514,19462,1.56,2,7,6,62.3,64.0,8107,7.41,7.36,4.6
44515,29409,0.38,3,6,5,61.6,55.0,700,4.68,4.73,2.9
44516,40228,0.4,3,4,7,61.4,55.0,1123,4.72,4.76,2.91
44517,25881,2.06,4,6,4,60.1,58.0,14982,8.32,8.26,4.98
44518,4782,1.21,4,7,6,59.0,60.0,3694,6.93,6.88,4.07
44519,30782,0.39,5,4,5,61.7,62.0,741,4.65,4.69,2.88
44520,19558,1.5,4,6,3,58.6,62.0,8190,7.46,7.43,4.36
44521,31047,0.41,3,5,5,61.8,56.0,750,4.73,4.78,2.94
44522,4381,0.31,5,1,3,62.1,58.0,571,4.3,4.33,2.68
44523,38192,0.41,4,1,3,62.9,58.0,1015,4.75,4.7,2.97
44524,33760,0.4,4,4,3,59.6,61.0,840,4.76,4.74,2.83
44525,14435,1.13,3,1,3,61.8,56.0,5829,6.68,6.74,4.15
44526,7642,1.03,5,5,4,62.3,57.0,4268,6.43,6.48,4.02
44527,39220,0.58,4,5,4,59.0,61.0,1066,5.45,5.42,3.21
44528,18549,1.21,4,5,6,59.9,59.0,7562,6.94,6.92,4.15
44529,41577,0.5,4,2,3,62.4,60.0,1238,4.98,4.96,3.1
44530,32391,0.4,5,2,6,63.0,58.0,791,4.7,4.73,2.97
44531,53694,0.71,3,2,3,61.8,57.0,2717,5.72,5.76,3.55
44532,20187,1.12,4,1,5,62.1,57.0,8633,6.68,6.65,4.14
44533,35281,0.3,2,5,4,63.9,56.0,473,4.27,4.24,2.72
44534,51268,0.82,1,5,4,65.1,58.0,2358,5.86,5.81,3.8
44535,46798,0.7,2,3,4,63.6,56.0,1806,5.63,5.56,3.56
44536,10618,1.1,3,2,4,61.6,57.0,4829,6.68,6.64,4.1
44537,26739,1.51,3,3,5,62.1,56.0,16520,7.38,7.34,4.57
44538,48936,0.72,4,7,6,61.7,58.0,2043,5.77,5.67,3.53
44539,7637,1.06,5,6,3,60.4,59.0,4267,6.56,6.61,3.98
44540,42964,0.51,3,5,6,60.9,56.4,1365,5.15,5.18,3.15
44541,6854,0.91,2,4,6,59.9,61.0,4125,6.2,6.33,3.75
44542,10619,1.1,4,2,4,60.7,58.0,4829,6.77,6.65,4.07
44543,44007,0.3,5,4,4,58.1,61.0,394,4.41,4.47,2.58
44544,1386,0.31,5,4,6,60.9,57.0,559,4.37,4.39,2.67
44545,50726,0.7,3,5,3,62.6,55.0,2294,5.65,5.7,3.55
44546,21323,1.51,3,6,6,62.9,53.0,9471,7.37,7.33,4.62
44547,555,0.9,4,4,3,60.6,62.0,2830,6.21,6.13,3.74
44548,18705,0.27,5,3,8,60.1,58.0,620,4.17,4.22,2.52
44549,16704,0.3,5,5,3,59.4,63.0,421,4.35,4.4,2.6
44550,35863,0.4,3,6,2,62.4,54.0,917,4.73,4.75,2.96
44551,3285,0.91,3,5,4,60.3,57.0,3363,6.31,6.27,3.79
44552,9930,1.05,4,5,3,59.5,58.0,4692,6.69,6.61,3.96
44553,9166,1.02,4,3,4,61.1,59.0,4541,6.45,6.41,3.93
44554,7847,1.01,5,3,4,59.1,57.0,4304,6.57,6.62,3.9
44555,1313,0.7,4,1,5,60.4,58.0,2956,5.78,5.71,3.47
44556,26469,2.03,5,7,8,63.2,60.0,16043,7.94,7.88,5.0
44557,20343,1.03,3,1,5,61.5,57.0,8742,6.48,6.52,4.0
44558,11095,1.1,4,3,4,62.0,59.0,4928,6.62,6.6,4.1
44559,40218,0.4,3,1,5,59.9,57.0,1123,4.77,4.82,2.87
44560,27909,0.26,5,3,7,61.7,57.0,657,4.09,4.13,2.53
44561,38231,0.5,2,5,3,64.5,58.0,1017,4.97,4.99,3.21
44562,14706,0.3,5,4,5,62.9,60.0,605,4.18,4.22,2.64
44563,32069,0.33,3,1,3,62.8,55.0,780,4.45,4.41,2.78
44564,44013,0.51,4,4,6,62.7,58.0,1546,5.12,5.09,3.2
44565,42399,0.51,2,3,3,63.6,58.0,1308,5.05,5.08,3.22
44566,37840,0.33,3,1,6,62.5,56.0,1002,4.46,4.43,2.78
44567,25757,1.51,4,2,6,62.2,59.0,14709,7.36,7.4,4.59
44568,39339,0.47,4,2,4,58.7,60.0,1072,5.13,5.09,3.0
44569,48506,0.7,4,5,4,61.7,58.0,1982,5.72,5.69,3.52
44570,38043,0.5,3,4,4,61.2,56.0,1011,5.13,5.17,3.15
44571,18653,1.11,4,2,6,62.2,58.0,7619,6.61,6.64,4.12
44572,46329,0.58,2,2,6,63.1,56.0,1758,5.26,5.33,3.34
44573,18256,1.31,5,5,6,61.4,59.0,7415,6.96,7.01,4.29
44574,2972,1.01,5,6,4,61.5,62.0,3299,6.37,6.41,3.93
44575,24982,2.01,5,6,4,60.9,60.0,13488,8.0,8.15,4.92
44576,17806,1.0,3,2,6,62.5,57.0,7177,6.38,6.45,4.01
44577,53928,0.79,4,2,4,61.4,58.0,2756,6.03,5.96,3.68
44578,34625,0.31,3,2,6,62.9,57.0,872,4.35,4.3,2.72
44579,50929,0.71,3,6,3,62.3,53.0,2319,5.69,5.82,3.56
44580,29283,0.25,5,1,5,63.0,59.0,436,3.97,4.0,2.51
44581,53262,0.7,4,4,5,62.6,58.0,2648,5.64,5.61,3.52
44582,43074,0.6,5,5,3,60.4,63.0,1378,5.45,5.41,3.28
44583,2765,0.9,3,6,3,62.3,56.0,3251,6.18,6.12,3.83
44584,1541,0.7,2,1,5,63.6,60.0,3001,5.61,5.52,3.54
44585,44687,0.51,3,5,8,60.1,57.0,1611,5.19,5.22,3.12
44586,40030,0.41,3,4,3,61.6,57.0,1110,4.77,4.81,2.95
44587,53332,0.72,5,2,4,59.7,59.0,2655,5.77,5.82,3.46
44588,20991,1.03,4,2,8,59.7,56.0,9205,6.64,6.56,3.94
44589,8434,1.08,4,3,4,60.2,59.0,4407,6.6,6.65,3.99
44590,23495,2.29,5,5,4,63.4,57.0,11502,8.4,8.33,5.3
44591,29332,0.31,4,5,5,62.6,60.0,698,4.32,4.3,2.7
44592,12388,0.28,3,3,5,60.2,56.0,598,4.3,4.31,2.59
44593,21922,1.06,5,2,8,61.8,58.0,9997,6.52,6.56,4.04
44594,51322,0.31,2,2,3,63.9,56.0,544,4.27,4.31,2.74
44595,26567,2.0,4,4,4,61.8,58.0,16262,8.05,7.99,4.96
44596,42243,0.52,3,1,4,61.2,57.0,1292,5.2,5.22,3.19
44597,45562,0.52,2,4,5,63.3,55.0,1689,5.09,5.12,3.23
44598,46852,0.51,4,1,6,61.9,62.0,1812,5.12,5.09,3.16
44599,8563,1.01,5,4,4,59.3,61.0,4435,6.56,6.52,3.88
44600,3771,0.73,3,4,5,60.9,59.0,3459,5.79,5.83,3.54
44601,17493,1.05,3,4,6,61.7,57.0,7028,6.56,6.53,4.04
44602,4655,1.04,3,5,4,62.0,57.0,3669,6.53,6.43,4.02
44603,51074,0.54,3,3,8,61.8,55.0,2333,5.27,5.25,3.25
44604,11434,1.09,4,5,6,61.2,58.0,5005,6.63,6.58,4.03
44605,32649,0.31,4,5,8,61.4,58.0,802,4.37,4.32,2.67
44606,51513,0.7,1,4,5,56.2,65.0,2384,5.93,5.88,3.32
44607,32536,0.27,4,2,8,59.0,59.0,799,4.27,4.24,2.51
44608,294,0.74,3,5,5,61.8,58.0,2797,5.77,5.81,3.58
44609,41034,0.41,3,2,8,61.6,56.0,1187,4.78,4.8,2.95
44610,41894,0.56,5,2,4,63.5,57.0,1259,5.24,5.21,3.32
44611,44491,0.55,3,3,3,61.7,56.4,1598,5.26,5.3,3.25
44612,27499,2.2,4,4,3,60.5,55.0,18193,8.49,8.42,5.11
44613,12682,1.27,3,3,4,62.0,55.0,5308,6.9,6.95,4.3
44614,19938,1.2,3,3,6,62.6,56.0,8486,6.78,6.73,4.23
44615,9096,1.01,4,6,3,60.8,61.0,4525,6.47,6.43,3.92
44616,1737,0.32,3,4,6,61.6,57.0,561,4.39,4.41,2.71
44617,49187,0.61,4,3,6,59.6,61.0,2075,5.58,5.5,3.3
44618,20365,1.23,4,4,5,61.3,58.0,8759,6.87,6.89,4.22
44619,33329,0.5,1,3,1,57.5,66.0,827,5.3,5.17,3.01
44620,15357,1.01,4,3,6,63.0,58.0,6165,6.4,6.34,4.01
44621,36113,0.42,4,2,3,61.5,61.0,926,4.87,4.82,2.98
44622,11492,1.04,4,4,3,60.9,59.0,5017,6.57,6.53,3.99
44623,42122,0.58,3,6,6,62.0,54.0,1279,5.35,5.39,3.33
44624,9628,0.91,4,1,6,62.7,59.0,4637,6.16,6.13,3.85
44625,53218,0.71,3,3,4,62.1,56.0,2637,5.75,5.7,3.56
44626,8314,0.91,5,1,3,63.5,56.0,4389,6.13,6.18,3.91
44627,45829,0.5,1,4,8,64.9,58.0,1712,5.0,4.95,3.23
44628,9719,0.3,3,5,8,62.7,53.0,590,4.29,4.32,2.7
44629,47816,0.71,4,4,4,58.2,60.0,1902,5.91,5.88,3.43
44630,21322,1.35,4,4,6,62.8,59.0,9471,7.04,7.01,4.41
44631,43890,0.34,3,5,3,61.1,56.0,508,4.52,4.55,2.77
44632,45980,0.3,2,2,3,63.8,55.0,526,4.25,4.28,2.72
44633,32826,0.34,3,1,6,60.8,57.0,805,4.5,4.52,2.74
44634,29059,0.4,2,3,3,63.3,58.0,687,4.69,4.72,2.98
44635,28942,0.3,5,4,8,62.9,55.0,684,4.24,4.28,2.68
44636,35969,0.3,3,4,3,61.0,58.0,477,4.29,4.36,2.64
44637,3435,0.91,5,4,4,62.0,58.0,3387,6.13,6.2,3.82
44638,50585,0.56,3,3,8,62.3,54.0,2281,5.29,5.34,3.31
44639,18033,0.35,4,5,5,62.6,59.0,614,4.45,4.5,2.8
44640,35278,0.5,3,7,3,62.3,55.0,895,5.07,5.11,3.17
44641,42596,0.5,3,2,3,62.8,57.0,1331,5.05,5.08,3.18
44642,17322,1.28,4,5,3,62.3,58.0,6946,7.0,6.94,4.34
44643,53708,0.91,3,3,4,61.8,56.0,2718,6.19,6.17,3.82
44644,28174,0.35,5,2,6,61.4,58.0,665,4.51,4.55,2.78
44645,53274,0.81,5,4,4,62.7,56.0,2649,5.91,5.96,3.72
44646,12886,1.13,5,7,5,62.1,59.0,5370,6.64,6.71,4.14
44647,51754,0.65,5,3,5,59.3,56.0,2406,5.64,5.76,3.37
44648,48647,0.34,3,5,6,61.7,57.0,537,4.46,4.48,2.76
44649,44527,0.6,3,2,3,61.4,57.0,1601,5.52,5.46,3.37
44650,16138,1.01,2,1,6,64.5,58.0,6449,6.27,6.31,4.06
44651,42942,0.3,4,6,3,61.9,61.0,506,4.29,4.27,2.65
44652,37789,0.38,4,2,5,60.7,59.0,1000,4.69,4.73,2.86
44653,28114,0.36,3,1,3,62.5,56.0,663,4.55,4.57,2.85
44654,30805,0.3,5,2,8,62.4,57.0,743,4.26,4.27,2.66
44655,5993,0.71,3,4,7,61.1,57.0,3955,5.76,5.8,3.53
44656,9107,0.85,4,3,8,61.2,60.0,4530,6.1,6.13,3.74
44657,52641,0.24,5,2,8,62.9,59.0,552,3.97,4.01,2.51
44658,20799,1.05,3,3,8,61.9,57.0,9032,6.52,6.5,4.03
44659,22754,2.01,1,5,4,65.3,56.0,10772,7.95,7.86,5.16
44660,26393,2.03,2,7,8,63.2,60.0,15898,7.88,7.94,5.0
44661,27684,3.01,4,7,4,60.7,59.0,18710,9.35,9.22,5.64
44662,41297,0.34,3,1,7,61.7,57.0,1211,4.52,4.49,2.78
44663,51390,1.16,4,5,1,61.7,62.0,2368,6.68,6.64,4.11
44664,34840,0.3,3,4,8,60.9,57.0,878,4.35,4.32,2.64
44665,12122,0.91,4,2,5,61.9,59.0,5167,6.23,6.17,3.84
44666,14837,1.2,2,5,3,63.6,57.0,5975,6.79,6.74,4.3
44667,38590,0.57,5,7,3,60.6,61.0,1037,5.36,5.4,3.26
44668,44140,0.51,3,3,6,61.3,56.0,1562,5.14,5.11,3.14
44669,13335,0.9,5,3,8,61.0,63.0,5504,6.13,6.09,3.73
44670,3513,0.91,4,1,4,62.0,62.0,3403,6.25,6.16,3.85
44671,44451,0.56,3,4,3,62.3,53.0,1591,5.31,5.28,3.3
44672,50356,0.72,5,4,4,63.3,58.0,2246,5.72,5.68,3.61
44673,30992,0.37,4,4,5,59.5,58.0,746,4.67,4.71,2.79
44674,46434,0.7,2,5,3,64.2,58.0,1771,5.59,5.62,3.6
44675,45962,0.24,3,2,8,61.3,57.0,526,4.0,4.02,2.46
44676,23866,1.51,4,3,3,60.6,61.0,11957,7.41,7.37,4.48
44677,24094,1.61,4,5,5,62.5,58.0,12242,7.57,7.46,4.7
44678,23341,0.3,5,5,3,63.0,54.0,421,4.27,4.3,2.7
44679,3782,1.01,2,4,4,64.0,59.0,3461,6.34,6.31,4.05
44680,49696,0.55,5,3,8,62.4,59.0,2147,5.2,5.22,3.25
44681,31225,0.32,5,1,3,63.5,55.0,756,4.35,4.31,2.75
44682,9336,1.0,3,5,4,62.0,55.0,4580,6.39,6.43,3.98
44683,15385,0.29,5,4,7,61.6,56.0,607,4.24,4.27,2.62
44684,52443,0.72,3,3,3,62.4,57.0,2514,5.71,5.74,3.57
44685,10702,0.9,2,5,7,63.8,59.0,4847,6.09,6.13,3.9
44686,27566,2.4,3,5,4,62.0,55.0,18374,8.57,8.6,5.32
44687,26849,2.01,4,6,6,59.2,62.0,16778,8.17,8.14,4.83
